Feature,Importance
20:1546858-1557784,0.11453370702579892
12:74728500-75387573,0.11410920253264972
3:196947293-196962380,0.11364164126980532
1:244961779-244970723,0.11322751177733835
17:78572201-78653545,0.1120345137066717
17:42161364-42296514,0.11120669639904283
17:42301553-42639030,0.11120669639904283
12:85450052-85962613,0.11038608489925801
12:84542006-85443011,0.11038608489925801
15:32605086-32654561,0.10944296656178887
11:80263397-80790766,0.1081915276211432
23:66527817-67559319,0.10693883753946601
6:89106148-90015649,0.10527273586875228
16:30561643-31835555,0.10457335098455954
15:22374850-23389141,0.10296820521903866
5:70716278-70721505,0.10261583608857701
5:150224239-152555267,0.10228787939282513
23:88111667-88259698,0.1010626703249449
6:40747924-42826227,0.09578988278517034
6:135286400-135498058,0.09457169513533509
22:17298569-17337860,0.09453224142752722
11:80023540-80218800,0.09355727145399428
8:29497110-29571339,0.09291279253899551
17:40859120-40926154,0.0926374282297914
17:41458670-41494331,0.0914437642070545
12:31173065-31257959,0.09104822427549558
17:39280577-40847517,0.09102368314387443
8:41575958-42118548,0.0901349270947189
3:173645852-176989598,0.09013178795543282
3:166639991-168786545,0.09013178795543282
16:68606309-68648091,0.08989042326182739
12:44923991-45851001,0.0881886145897042
12:59087176-60039028,0.08817501586247072
17:1703729-1713758,0.08745945402799173
16:31958973-32105104,0.08531009505818742
3:193425674-193467200,0.08480796382063639
5:152572508-153979903,0.08422509290479585
22:41917843-42643973,0.08394780160840101
3:199333505-199383479,0.08383972352877235
1:239337733-239364269,0.08382873910718376
17:41983407-42049540,0.08273086325787243
6:20726739-22048197,0.0817433288680506
6:19049822-20716660,0.0817433288680506
15:32447707-32511475,0.08109924922874957
6:24244934-26055528,0.08076557533303856
17:77535412-77646396,0.07943297457515883
8:39356595-39363050,0.07887447606877011
15:21195208-21982746,0.07850630374002374
1:244693374-244865778,0.07815701410035673
5:154006451-157875296,0.07736164839132079
8:36153626-36327657,0.07687521396970418
17:403833-443042,0.076769805534699
1:16954838-16997273,0.07601342376666327
5:763494-786455,0.07598673250276845
5:157900279-159729154,0.07583748447356825
17:22622230-22764692,0.07560629062271587
16:50733339-51847185,0.07516192292395375
6:135520431-136095714,0.0721889873917983
1:38432360-38569674,0.07058289887663792
22:40072147-41213949,0.07002151962778685
15:55258039-57620619,0.07001218977730862
10:18433402-19850716,0.06974740068327341
15:27009381-32443495,0.06972813813030086
22:17080555-17294496,0.06971344165305521
17:25145468-25170458,0.06912236386427811
6:37375174-39260751,0.06891984817860757
17:24974517-25131411,0.06734600910945078
1:72489681-72620747,0.06659025433574013
16:51853490-52456026,0.0658574520671324
15:23967192-26208602,0.06551195732888668
23:72008396-76523923,0.06531033958978918
23:76605907-83305349,0.06531033958978918
6:32732764-32738443,0.0646264852616379
22:30243922-31511793,0.06388528522292307
17:24253086-24258741,0.06360698040392997
22:41307174-41912419,0.06347426927651778
16:68667006-68679377,0.06329768150650017
22:28922568-30224848,0.06287088578539148
14:19154992-19216369,0.06269450221878295
4:70442343-70445716,0.06133101628584883
1:244947984-244955806,0.06122479705141338
17:34989300-35067992,0.06058075112630322
23:52844235-58365352,0.05927178963464658
5:149050787-150137980,0.059081034317947305
3:164454066-166625316,0.05788358851415748
17:23641542-23815398,0.05621369584603491
17:53437573-53723036,0.055815625745665225
8:37028146-37290782,0.05563049332145641
12:66035532-66948440,0.055218446025407084
1:116880909-116906096,0.0549025195705873
16:50206404-50697276,0.05400627926034045
16:49237703-50174920,0.05400627926034045
16:48783687-49225359,0.05400627926034045
14:37627931-38890108,0.05398011082727878
14:38908039-40550969,0.05398011082727878
5:140433878-142819410,0.05359945671667932
15:32796260-39569934,0.05314313556452836
14:34765550-35332809,0.052911950897336205
11:78005966-78127149,0.052750412797085734
6:140293024-140905063,0.05270371872353967
3:86093476-86238114,0.05264589560050312
22:20637682-20899315,0.05262290760134891
17:43036086-43085236,0.05213830013229134
17:23820330-24085005,0.051997123227037714
15:51919876-55250930,0.051592925923438365
8:41279137-41562453,0.04913887688049781
15:48406757-51888263,0.04820290915125862
12:74674175-74721164,0.04797317408715976
8:144953439-145949490,0.04707971550060393
5:44516010-44864831,0.04637037587531152
22:22695759-22714749,0.046137789102221556
11:36423103-37398955,0.046136707686064676
17:1542118-1560766,0.04567138896260414
16:32378126-32748349,0.04485604936426511
17:25179301-25520058,0.044395840518468496
17:53728746-53804295,0.04433898155695979
17:30969234-31172667,0.04432815539171729
1:120405944-120737345,0.04403537853206498
12:73523915-74655845,0.04388221123959172
8:42191493-42325689,0.04339911010039884
3:4109224-4214897,0.043253693831361475
15:32667508-32751435,0.04299139275478743
5:142831583-149027600,0.042122812527970066
1:120313797-120384620,0.04165803929072084
17:31461588-31504564,0.04160310179736666
6:18550170-19001738,0.04105654230995126
3:163966040-163987465,0.040729129378757924
1:84590209-84901413,0.04062366445184014
11:77881751-77985428,0.04060684139777991
14:105343150-105584008,0.04054058946593553
6:133447975-135173194,0.039523623253724244
11:35541828-35816070,0.039452640968863466
17:43389085-43525899,0.03859675336597829
17:38035466-38070950,0.03824708115214624
17:38077519-38710043,0.03824708115214624
17:37314955-37412772,0.03824708115214624
17:37416931-38029088,0.03824708115214624
1:116925150-116938461,0.03808502984232465
1:116948867-117006671,0.03808502984232465
1:16799163-16836986,0.037907754396506725
3:521064-574415,0.03781264031667127
20:194755-763411,0.03764487946098661
6:113313043-113625048,0.03763494267017728
12:45861893-47611599,0.0376023862369035
16:58452085-59295365,0.036887957007777125
23:152552851-152570071,0.03675629369617181
8:36719696-36769058,0.036337106406387265
20:39688990-40052114,0.036141589618798445
16:53381895-53724420,0.0359370511799959
16:52725865-53360409,0.0359370511799959
16:52471337-52719744,0.0359370511799959
22:17343445-17385003,0.03577976963153989
2:61025070-61061211,0.03545869118120947
6:45107837-47047807,0.035246452630943774
12:67337260-68268028,0.035115189758327586
15:22163893-22272781,0.034766722398807126
6:80170446-80661257,0.034699667167540055
16:73043507-76974056,0.033968454474634396
1:141474904-141491470,0.03360702142877473
13:45269295-47682284,0.03233664897177139
8:38168564-38303346,0.03141334433198273
17:22775124-22788340,0.031288062442775676
20:61795796-62379059,0.031183936953482337
8:100449572-100905868,0.031043959457728653
11:34467657-35519709,0.030799724153549653
13:67522431-69041225,0.03065212504406412
17:61733108-61833313,0.030629587366779367
17:34900309-34977994,0.030396843486550123
3:196972157-199325300,0.030321463712298012
8:37636761-37737912,0.030190989970590585
11:82599955-82867442,0.02967726071099759
11:82288127-82586347,0.02967726071099759
22:19886024-20632137,0.02934757121421777
5:34119335-34407822,0.029284704281007125
17:444378-446414,0.028456415694284896
17:31182810-31330891,0.02836600006220879
10:16134020-16227462,0.028357416715407268
10:16276793-18410505,0.028357416715407268
1:83635029-84586214,0.028215732734158786
6:31564655-32119501,0.02812578371982869
8:36779836-36973293,0.027491264634614983
16:88130840-88690571,0.0272137602439193
13:56602818-56610886,0.027008139978583555
17:32493219-32550413,0.026503518150999675
15:57627602-58554678,0.0264884813950482
12:63574243-64694907,0.026319083448350555
12:63340667-63566937,0.026319083448350555
12:83810013-84520659,0.02624688845103652
12:82881635-83804633,0.02624688845103652
1:117015146-117751415,0.025867408643323313
17:2145322-2286311,0.025267884600340712
17:43153310-43384340,0.024503653888870155
1:142116690-142435868,0.02392505061107044
17:31334408-31456645,0.023621082334358886
19:60361993-60930583,0.02332741732468679
16:73022578-73030029,0.022748532760353296
14:103664534-104533357,0.022446361785058683
16:2505009-4665784,0.022317993148467902
1:245308564-245433846,0.02199026906172131
16:47717059-48773160,0.021534910356873667
1:74137824-74816963,0.021413246932264575
20:771302-1487457,0.021384121839301346
6:132048194-133414796,0.021363687338200966
6:131304839-132036965,0.021363687338200966
1:25354765-25402278,0.019948744380296868
12:77023447-82859962,0.01853174213703896
12:88551907-88910171,0.01853174213703896
10:21880427-21920526,0.018412146075801522
6:42836838-44732805,0.018358157037060247
15:63879006-66338634,0.01810314926099102
15:66351166-66470077,0.01810314926099102
5:119108165-125801997,0.017703860633163388
5:36845462-39113391,0.017140419778017255
14:53877628-54699527,0.016801279475508076
3:177004388-181135381,0.016721824981004187
3:164112881-164333847,0.016721824981004187
3:173247425-173637617,0.016721824981004187
3:170472437-173237997,0.016721824981004187
3:168804852-170462923,0.016721824981004187
3:164343718-164427869,0.016721824981004187
3:160231691-163957219,0.016721824981004187
12:70574871-71644041,0.016468792363163752
6:28803010-29931073,0.01645984455771187
12:75706042-77012738,0.0164109177829201
8:166452-181530,0.016078492697491297
12:97852156-98629015,0.015790615316174893
22:39323749-40065743,0.014947750039300418
17:24404020-24439755,0.014856956800432178
10:135142920-135266354,0.014557644802461158
22:20906896-21844483,0.014320780343233822
8:91015577-92330975,0.0139030005402106
8:92340223-94807075,0.0139030005402106
5:140228321-140427074,0.01350767513271511
22:31521603-32950474,0.013299056870118892
8:142452855-143775535,0.011580677752626011
17:25537018-25610913,0.011483532370701809
5:70752359-71062539,0.01145389793427857
6:26270597-27455236,0.010924298796233375
11:15925810-16521314,0.010656242990047244
12:68281534-69298703,0.01058343885195807
6:47058985-49231488,0.009985503202525567
6:111038086-111980766,0.009745059038610612
3:106589477-111089189,0.009593787130472695
8:35694285-35751327,0.00937530187464369
6:39777677-40701218,0.009223552472366867
8:37896364-38162018,0.009035346306996924
1:16757397-16794038,0.008882086963316278
16:71180297-71797476,0.008707505046208876
16:71838028-72906433,0.008707505046208876
23:153062077-153452633,0.008296046686857196
8:143780031-144945861,0.008260431843719362
11:34294135-34457136,0.00786703009665397
12:51241859-52425218,0.006810122295614403
16:29586070-30555422,0.006785765928700997
6:32831879-35335888,0.00632336454114917
1:17030134-17037487,0.005773448295324607
14:50389482-50946632,0.005132972146777936
6:27464061-28756233,0.004902288353449765
9:43094089-43410478,0.004787549689520418
12:23801758-24366747,0.004640921440791393
22:17398378-19199401,0.004528771439734334
16:18701947-19396257,0.004491960673508247
16:19405790-21225204,0.004491960673508247
13:47948924-51937853,0.004434740250610604
13:47691104-47937120,0.004434740250610604
15:23440964-23933266,0.004165954470401563
3:18712267-19922255,0.003952379743056782
8:98721543-100441109,0.003779895075916656
13:40795287-41378403,0.003329244985193335
17:22485675-22508198,0.003287619330065349
17:22560433-22614479,0.003287619330065349
17:37055494-37151062,0.0032590368435592167
17:37158903-37306855,0.0032590368435592167
14:50969091-50997672,0.002621899836304309
6:35344147-37360148,0.002576709798796406
6:69820589-70731852,0.002574301469936875
3:153300999-156963893,0.0024915147483161645
6:140939171-142310445,0.0020496794067352076
11:21926331-24388057,0.001984206306788044
4:162347852-163724527,0.0019822263474539932
1:52445317-53651141,0.0013862015311079166
3:89488409-89516057,0.0013797999905910973
11:20113144-21887299,0.0008913623511881834
6:79161515-80141390,3.608954988646593e-05
