Feature,Importance
8:37317937-37617735,0.05631446983912636
16:73022578-73030029,0.056301119380848766
18:30256816-36963702,0.05622159748240394
23:152576854-152935130,0.05614229884117496
23:152422390-152548587,0.05614229884117496
15:18835660-18884436,0.05600264959583056
23:64464973-66511655,0.05578607520329249
15:39989024-40217541,0.054940880895403624
15:39590440-39979013,0.054940880895403624
17:36861607-37014754,0.05408337107680179
14:105343150-105584008,0.053171476682751614
14:104537408-105080340,0.053171476682751614
14:103664534-104533357,0.053171476682751614
21:13461550-13635227,0.05304693565885007
12:84542006-85443011,0.05252911992388052
22:28922568-30224848,0.05240936798753501
23:6326742-7941487,0.052026065580536095
3:97384282-97943959,0.05199581630820991
17:77653668-77696106,0.05192912390694138
23:3229-45135,0.05179479210664658
6:135272442-135280233,0.05141710715407513
6:135204537-135259324,0.05141710715407513
16:71838028-72906433,0.0512383725013852
16:71180297-71797476,0.0512383725013852
16:73043507-76974056,0.0512383725013852
17:52115865-52175252,0.05113247895480191
18:51630663-51747511,0.05101662650657207
23:61714710-64403534,0.050047381668453385
11:81383435-82269855,0.04939236535420085
1:16757397-16794038,0.048407694845677786
1:142116690-142435868,0.0480038458018815
1:142444242-142565191,0.0480038458018815
22:32984614-33685030,0.04794345067767325
22:33700502-34814916,0.04794345067767325
22:31521603-32950474,0.04674804308971144
22:30243922-31511793,0.04674804308971144
22:20637682-20899315,0.04582324611504374
19:19178436-19709261,0.04561115463896205
20:8811572-9761862,0.04484184011401493
18:29566278-30236176,0.04387158520973937
6:66872400-66895777,0.04385899830409554
6:66559986-66839246,0.04385899830409554
6:66949287-67633130,0.04385899830409554
22:26228884-26956916,0.04376850217867432
14:106216726-106349756,0.04270221120817248
16:69417987-69744010,0.042353341649918455
12:66035532-66948440,0.04180332242272692
16:31958973-32105104,0.04156397236221636
12:49299695-51238169,0.0411927566510356
17:42161364-42296514,0.04090538513691737
22:19209122-19829912,0.04087051675939929
11:7803570-10028138,0.04037503887277817
17:52205885-52455229,0.03968650690379897
8:8117271-8132139,0.039618954731187324
1:16672053-16680432,0.039599472345848465
12:83810013-84520659,0.03912884900812888
17:77012812-77405218,0.037948281092623756
12:57531034-59041688,0.037910180658198456
16:47717059-48773160,0.03788611277638089
22:24263116-24866694,0.037818123686839115
17:77535412-77646396,0.03728057434398317
1:186062909-186274119,0.03693416132839376
22:27829159-28903600,0.035515743929188284
17:1542118-1560766,0.03523082831219882
1:72489681-72620747,0.03450947145893683
11:80814746-81363283,0.034266192491460526
22:16710421-17036278,0.03409767296101586
6:63057692-64614816,0.03400787075608536
17:37314955-37412772,0.033914032662107095
16:76981676-82121025,0.03338114735936069
23:88434081-88986061,0.0322000205851288
17:76653190-76693851,0.03210619441644257
1:19200088-21470929,0.03179892264037696
15:55258039-57620619,0.031571963012798694
20:32377973-32691183,0.031136011697098807
18:51767179-55758094,0.03026937094256668
22:19886024-20632137,0.0300930967488102
11:5742476-5762182,0.029937929413067155
14:52064745-52660995,0.029739304404037586
23:88111667-88259698,0.028744310959260222
1:244961779-244970723,0.028261469769048482
22:42652021-43322780,0.028250986716206537
22:41917843-42643973,0.028250986716206537
17:77503378-77503685,0.028227031230642137
12:68281534-69298703,0.02806021276124502
12:67337260-68268028,0.027752641221736613
3:143686906-144718154,0.02770800839998878
6:31564655-32119501,0.027464464737758248
6:126178515-126234252,0.027410984816185036
1:146525071-146549143,0.027378520642841506
8:36347029-36416687,0.027191924966532523
6:40747924-42826227,0.026551629778322716
9:128565432-128681509,0.026524176490096286
1:16126501-16531740,0.026317140391283227
14:38908039-40550969,0.026165943378228043
1:17030134-17037487,0.02573159887422213
6:128614174-131296266,0.02551236568896938
6:131304839-132036965,0.02551236568896938
22:45406576-47045591,0.02383083630834728
19:17377353-17885285,0.023768159645181634
14:59289512-60676241,0.02348349695962697
22:20906896-21844483,0.022813872186417106
1:245082256-245121447,0.021674807662549183
23:52844235-58365352,0.021103187788637328
1:21558697-22668805,0.021035992350915265
20:35800429-36053431,0.020530455901158245
16:58452085-59295365,0.020136981126577722
22:17343445-17385003,0.020110664656322823
22:17080555-17294496,0.020110664656322823
18:24650677-28276824,0.0197415181054489
18:28288419-29558913,0.0197415181054489
23:67574650-71124218,0.01972478607083691
23:71130036-71990852,0.01972478607083691
23:72008396-76523923,0.01972478607083691
23:76605907-83305349,0.01972478607083691
8:37746286-37882239,0.01917924335226684
1:146581869-146634734,0.019028470769787326
6:126241146-127397419,0.018825011084218198
15:51919876-55250930,0.018691819129991783
3:137852057-143671669,0.01846144954042473
23:131385521-132949963,0.01804562399333897
17:23820330-24085005,0.017650073750514274
1:120405944-120737345,0.016850721688709703
3:90236603-90284660,0.016737196433049707
20:69521-189250,0.016073071622672443
6:68631929-69110566,0.015843806032838248
14:53327457-53857768,0.015723483406610044
14:52672118-53311109,0.015723483406610044
6:139119957-139765820,0.014858658558501705
1:116880909-116906096,0.014313376491519722
16:2505009-4665784,0.01376394183763011
3:106589477-111089189,0.0134392924945279
1:142570866-142598507,0.012932877614272165
18:62820286-64788942,0.012724378642562288
18:64796820-66358047,0.012724378642562288
18:66394814-68375250,0.012724378642562288
14:49695963-50378758,0.012098502220394027
23:149594807-151064869,0.011883241947215592
22:39323749-40065743,0.01168844295372073
22:39107247-39317843,0.01168844295372073
22:37803663-38961219,0.01168844295372073
22:38968144-39093020,0.01168844295372073
8:12511855-12602139,0.011242092651599
20:12278907-12478772,0.011189631257636421
12:42744201-43936926,0.0110258341062669
12:47616812-49288718,0.0110258341062669
12:44923991-45851001,0.0110258341062669
12:43945081-44919712,0.0110258341062669
12:45861893-47611599,0.0110258341062669
11:83733321-85064586,0.008787367061664745
15:57627602-58554678,0.008556346229872306
16:68667006-68679377,0.007753289668374687
6:67665685-68602261,0.007016732545600906
16:51853490-52456026,0.006984358557793389
11:78137964-78627898,0.0063811781627903345
8:7359040-7789937,0.006345198365127626
2:61025070-61061211,0.006295743466276283
23:151067607-152416606,0.006144548412357365
22:17398378-19199401,0.0059630296445137825
14:50389482-50946632,0.0059072934146856045
3:75914406-75957900,0.005611519557265519
22:40072147-41213949,0.0052110881880691705
22:15579496-15599936,0.004948434717604125
3:127015333-127130406,0.004792090403911339
11:57452577-57968617,0.004649688814919083
22:43357607-45400818,0.004120919611881983
17:23641542-23815398,0.003994167145810993
17:41011530-41041674,0.003986302376855166
11:31323535-31998955,0.0038042208064989246
23:91404795-91459679,0.0037169413891107506
23:153504394-153933426,0.002601067569481014
1:145647143-145716245,0.0024820530046843906
12:62137202-62802242,0.0020712306620406253
23:140416671-144045173,0.002038128062327603
23:144052935-145145074,0.002038128062327603
23:145164724-149589730,0.002038128062327603
23:132998038-140285388,0.002038128062327603
11:57020510-57237001,0.0015446427117114252
11:57286051-57442914,0.0015446427117114252
11:57242600-57277614,0.0015446427117114252
11:59180249-59841891,0.0010241446204897712
11:34294135-34457136,0.0008921293152621851
11:33522261-34288349,0.0008921293152621851
17:36686013-36857537,0.0008810048075779911
23:89001120-89245846,0.00018039581468154358
